Date, Daily Fees ,average gas price,Date(UTC),Value (Wei),gas used,Date(UTC),Value,eth price,Date(UTC),Value,,,,,,,,
11/23/22," $226,586.18 ",,4/5/18,15470303694,,4/5/18,38406031856,,4/5/18,381.36,,,,,,,,
11/22/22," $200,585.25 ",,4/6/18,13576704140,,4/6/18,39892595936,,4/6/18,370.35,,,,,,,,
11/21/22," $145,838.46 ",,4/7/18,10753965447,,4/7/18,35226156928,,4/7/18,384.98,,,,,,,,
11/20/22," $154,293.14 ",,4/8/18,10486377770,,4/8/18,36718092042,,4/8/18,400.72,,,,,,,,
11/19/22," $172,898.34 ",,4/9/18,11897226799,,4/9/18,36420879261,,4/9/18,399.02,,,,,,,,
11/18/22," $174,744.41 ",,4/10/18,12186519151,,4/10/18,34498152250,,4/10/18,415.65,,,,,,,,
11/17/22," $193,240.82 ",,4/11/18,12413186820,,4/11/18,36167887453,,4/11/18,430.42,,,,,,,,
11/16/22," $259,157.13 ",,4/12/18,13472050250,,4/12/18,38944530354,,4/12/18,493.95,,,,,,,,
11/15/22," $308,846.97 ",,4/13/18,15622290969,,4/13/18,39941881291,,4/13/18,494.96,,,,,,,,
11/14/22," $226,995.60 ",,4/14/18,12185010900,,4/14/18,37051422552,,4/14/18,502.79,,,,,,,,
11/13/22," $229,025.55 ",,4/15/18,11501339825,,4/15/18,37279688415,,4/15/18,534.15,,,,,,,,
11/12/22," $251,723.68 ",,4/16/18,11892614029,,4/16/18,41367262885,,4/16/18,511.67,,,,,,,,
11/11/22," $247,791.29 ",,4/17/18,12173043612,,4/17/18,40466251221,,4/17/18,503.03,,,,,,,,
11/10/22," $313,670.15 ",,4/18/18,14288533754,,4/18/18,41752401881,,4/18/18,525.78,,,,,,,,
11/9/22," $306,817.24 ",,4/19/18,12808754360,,4/19/18,42227790268,,4/19/18,567.25,,,,,,,,
11/8/22," $324,352.67 ",,4/20/18,12534360242,,4/20/18,41929292299,,4/20/18,617.16,,,,,,,,
11/7/22," $277,499.62 ",,4/21/18,11341532081,,4/21/18,40430887565,,4/21/18,605.17,,,,,,,,
11/6/22," $295,902.48 ",,4/22/18,11663977885,,4/22/18,40830020164,,4/22/18,621.33,,,,,,,,
11/5/22," $319,129.73 ",,4/23/18,12244561688,,4/23/18,40462293418,,4/23/18,644.13,,,,,,,,
11/4/22," $408,111.44 ",,4/24/18,14321823448,,4/24/18,40514357609,,4/24/18,703.35,,,,,,,,
11/3/22," $336,945.14 ",,4/25/18,13557508252,,4/25/18,40232833784,,4/25/18,617.73,,,,,,,,
11/2/22," $376,523.83 ",,4/26/18,14271989942,,4/26/18,39885121068,,4/26/18,661.45,,,,,,,,
11/1/22," $361,009.58 ",,4/27/18,14685431596,,4/27/18,38211862312,,4/27/18,643.33,,,,,,,,
10/31/22," $448,524.62 ",,4/28/18,17582460945,,4/28/18,37348503833,,4/28/18,683.02,,,,,,,,
10/30/22," $419,960.20 ",,4/29/18,15442471407,,4/29/18,39452701435,,4/29/18,689.31,,,,,,,,
10/29/22," $434,705.43 ",,4/30/18,16262401104,,4/30/18,39894191248,,4/30/18,670.04,,,,,,,,
10/28/22," $387,331.41 ",,5/1/18,14281953004,,5/1/18,40429240606,,5/1/18,670.81,,,,,,,,
10/27/22," $417,229.30 ",,5/2/18,14722424091,,5/2/18,41267021917,,5/2/18,686.74,,,,,,,,
10/26/22," $523,144.42 ",,5/3/18,16368874314,,5/3/18,41099388553,,5/3/18,777.62,,,,,,,,
10/25/22," $467,306.26 ",,5/4/18,14696638866,,5/4/18,40546297144,,5/4/18,784.21,,,,,,,,
10/24/22," $451,112.82 ",,5/5/18,13440494470,,5/5/18,41102779063,,5/5/18,816.58,,,,,,,,
10/23/22," $443,206.03 ",,5/6/18,13668120194,,5/6/18,41025646645,,5/6/18,790.39,,,,,,,,
10/22/22," $418,035.17 ",,5/7/18,13631658303,,5/7/18,40758232103,,5/7/18,752.4,,,,,,,,
10/21/22," $488,389.53 ",,5/8/18,16204375940,,5/8/18,40304578684,,5/8/18,747.79,,,,,,,,
10/20/22," $464,289.04 ",,5/9/18,15052534314,,5/9/18,41056578641,,5/9/18,751.27,,,,,,,,
10/19/22," $561,280.33 ",,5/10/18,18434177249,,5/10/18,42077652571,,5/10/18,723.61,,,,,,,,
10/18/22," $535,801.29 ",,5/11/18,18760220475,,5/11/18,42137062466,,5/11/18,677.8,,,,,,,,
10/17/22," $386,174.36 ",,5/12/18,13466355305,,5/12/18,41947482619,,5/12/18,683.64,,,,,,,,
10/16/22," $442,170.52 ",,5/13/18,14402165925,,5/13/18,42095138110,,5/13/18,729.34,,,,,,,,
10/15/22," $556,032.26 ",,5/14/18,18385997794,,5/14/18,41575121024,,5/14/18,727.41,,,,,,,,
10/14/22," $545,827.86 ",,5/15/18,18370030387,,5/15/18,42107807607,,5/15/18,705.64,,,,,,,,
10/13/22," $541,150.59 ",,5/16/18,18298682673,,5/16/18,41845709141,,5/16/18,706.72,,,,,,,,
10/12/22," $536,813.89 ",,5/17/18,18994356610,,5/17/18,42283965497,,5/17/18,668.38,,,,,,,,
10/11/22," $537,283.35 ",,5/18/18,18721721358,,5/18/18,41377791441,,5/18/18,693.57,,,,,,,,
10/10/22," $506,623.07 ",,5/19/18,17766897892,,5/19/18,40966882698,,5/19/18,696.05,,,,,,,,
10/9/22," $498,076.93 ",,5/20/18,16896601978,,5/20/18,41219233468,,5/20/18,715.15,,,,,,,,
10/8/22," $522,570.77 ",,5/21/18,17929703654,,5/21/18,41831890123,,5/21/18,696.73,,,,,,,,
10/7/22," $515,503.59 ",,5/22/18,19404072640,,5/22/18,41456171332,,5/22/18,640.84,,,,,,,,
10/6/22," $471,269.74 ",,5/23/18,19763806846,,5/23/18,41325261694,,5/23/18,577.01,,,,,,,,
10/5/22," $459,349.23 ",,5/24/18,18505927074,,5/24/18,41191748706,,5/24/18,602.59,,,,,,,,
10/4/22," $442,380.84 ",,5/25/18,18300433853,,5/25/18,41338035589,,5/25/18,584.77,,,,,,,,
10/3/22," $385,311.66 ",,5/26/18,15815615114,,5/26/18,41591669448,,5/26/18,585.76,,,,,,,,
10/2/22," $348,649.34 ",,5/27/18,14776104835,,5/27/18,41421746726,,5/27/18,569.64,,,,,,,,
10/1/22," $464,666.06 ",,5/28/18,21322427757,,5/28/18,42560712962,,5/28/18,512.03,,,,,,,,
9/30/22," $510,851.72 ",,5/29/18,21228260655,,5/29/18,42472863563,,5/29/18,566.59,,,,,,,,
9/29/22," $499,506.59 ",,5/30/18,21433398617,,5/30/18,41831306449,,5/30/18,557.12,,,,,,,,
9/28/22," $646,727.05 ",,5/31/18,26020776841,,5/31/18,43057803542,,5/31/18,577.23,,,,,,,,
9/27/22," $544,720.02 ",,6/1/18,22281817392,,6/1/18,42221792114,,6/1/18,579.01,,,,,,,,
9/26/22," $388,932.62 ",,6/2/18,16102612105,,6/2/18,40901201957,,6/2/18,590.53,,,,,,,,
9/25/22," $396,038.07 ",,6/3/18,15436188157,,6/3/18,41445574359,,6/3/18,619.04,,,,,,,,
9/24/22," $477,132.41 ",,6/4/18,19065322604,,6/4/18,42323300929,,6/4/18,591.31,,,,,,,,
9/23/22," $433,660.43 ",,6/5/18,17186633256,,6/5/18,41485005616,,6/5/18,608.23,,,,,,,,
9/22/22," $483,163.14 ",,6/6/18,19741822241,,6/6/18,40366304070,,6/6/18,606.3,,,,,,,,
9/21/22," $420,498.48 ",,6/7/18,16981460044,,6/7/18,40967193153,,6/7/18,604.44,,,,,,,,
9/20/22," $398,394.48 ",,6/8/18,15945608934,,6/8/18,41672235526,,6/8/18,599.55,,,,,,,,
9/19/22," $303,165.98 ",,6/9/18,12618229591,,6/9/18,40490126878,,6/9/18,593.38,,,,,,,,
9/18/22," $269,779.06 ",,6/10/18,12552615017,,6/10/18,40957162688,,6/10/18,524.74,,,,,,,,
9/17/22," $307,282.11 ",,6/11/18,13950267534,,6/11/18,41470336349,,6/11/18,531.15,,,,,,,,
9/16/22," $288,816.82 ",,6/12/18,14048931400,,6/12/18,41570624158,,6/12/18,494.53,,,,,,,,
9/15/22," $279,330.06 ",,6/13/18,14416451849,,6/13/18,40679789777,,6/13/18,476.3,,,,,,,,
9/14/22," $303,571.28 ",,6/14/18,15916958110,,6/14/18,36689286279,,6/14/18,519.83,,,,,,,,
9/13/22," $306,609.71 ",,6/15/18,16804997297,,6/15/18,37425182608,,6/15/18,487.51,,,,,,,,
9/12/22," $505,576.96 ",,6/16/18,24848435239,,6/16/18,40920378464,,6/16/18,497.22,,,,,,,,
9/11/22," $221,728.96 ",,6/17/18,11225914551,,6/17/18,39762305224,,6/17/18,496.74,,,,,,,,
9/10/22," $248,419.20 ",,6/18/18,11823977189,,6/18/18,40588419803,,6/18/18,517.63,,,,,,,,
9/9/22," $322,616.09 ",,6/19/18,14427312991,,6/19/18,41529355327,,6/19/18,538.45,,,,,,,,
9/8/22," $306,935.03 ",,6/20/18,13472257819,,6/20/18,42492438577,,6/20/18,536.16,,,,,,,,
9/7/22," $289,400.38 ",,6/21/18,13047918845,,6/21/18,42185388286,,6/21/18,525.77,,,,,,,,
9/6/22," $738,814.96 ",,6/22/18,38878511772,,6/22/18,41118162291,,6/22/18,462.16,,,,,,,,
9/5/22," $249,672.55 ",,6/23/18,14029394940,,6/23/18,37530869888,,6/23/18,474.18,,,,,,,,
9/4/22," $277,898.34 ",,6/24/18,16163435399,,6/24/18,37766116343,,6/24/18,455.25,,,,,,,,
9/3/22," $283,774.71 ",,6/25/18,15637044897,,6/25/18,39552748088,,6/25/18,458.82,,,,,,,,
9/2/22," $208,066.32 ",,6/26/18,12011100131,,6/26/18,40325053173,,6/26/18,429.58,,,,,,,,
9/1/22," $224,682.72 ",,6/27/18,12446563365,,6/27/18,40864261407,,6/27/18,441.75,,,,,,,,
8/31/22," $196,303.39 ",,6/28/18,11696277117,,6/28/18,39892109183,,6/28/18,420.72,,,,,,,,
8/30/22," $209,546.02 ",,6/29/18,12115784768,,6/29/18,39736452466,,6/29/18,435.25,,,,,,,,
8/29/22," $669,959.73 ",,6/30/18,34210516007,,6/30/18,43190516935,,6/30/18,453.42,,,,,,,,
8/28/22," $1,203,235.72 ",,7/1/18,59842298209,,7/1/18,44488940344,,7/1/18,451.95,,,,,,,,
8/27/22," $1,827,304.55 ",,7/2/18,86348485003,,7/2/18,44403826830,,7/2/18,476.58,,,,,,,,
8/26/22," $1,662,008.81 ",,7/3/18,82063750329,,7/3/18,43841659879,,7/3/18,461.95,,,,,,,,
8/25/22," $1,220,106.65 ",,7/4/18,59083789609,,7/4/18,44201388565,,7/4/18,467.19,,,,,,,,
8/24/22," $995,690.29 ",,7/5/18,48722316331,,7/5/18,43708739479,,7/5/18,467.55,,,,,,,,
8/23/22," $1,444,819.08 ",,7/6/18,70207114167,,7/6/18,43792443117,,7/6/18,469.93,,,,,,,,
8/22/22," $1,285,133.09 ",,7/7/18,60236707195,,7/7/18,43915762993,,7/7/18,485.81,,,,,,,,
8/21/22," $692,189.12 ",,7/8/18,35585852337,,7/8/18,40007496507,,7/8/18,486.19,,,,,,,,
8/20/22," $528,170.34 ",,7/9/18,25829787141,,7/9/18,43370048739,,7/9/18,471.48,,,,,,,,
8/19/22," $387,032.30 ",,7/10/18,21324119980,,7/10/18,41946839108,,7/10/18,432.69,,,,,,,,
8/18/22," $367,584.41 ",,7/11/18,19054597794,,7/11/18,43293417007,,7/11/18,445.59,,,,,,,,
8/17/22," $558,119.65 ",,7/12/18,29189063475,,7/12/18,44373182422,,7/12/18,430.91,,,,,,,,
8/16/22," $583,064.60 ",,7/13/18,29846792155,,7/13/18,45172389925,,7/13/18,432.46,,,,,,,,
8/15/22," $1,134,217.98 ",,7/14/18,57677945355,,7/14/18,45337468864,,7/14/18,433.74,,,,,,,,
8/14/22," $970,563.67 ",,7/15/18,48216188725,,7/15/18,44769838833,,7/15/18,449.62,,,,,,,,
8/13/22," $376,740.25 ",,7/16/18,18562899613,,7/16/18,42392342609,,7/16/18,478.75,,,,,,,,
8/12/22," $374,350.09 ",,7/17/18,17548648323,,7/17/18,42744624469,,7/17/18,499.06,,,,,,,,
8/11/22," $306,840.93 ",,7/18/18,15413432909,,7/18/18,41558538732,,7/18/18,479.02,,,,,,,,
8/10/22," $260,198.77 ",,7/19/18,13033482562,,7/19/18,42598680722,,7/19/18,468.65,,,,,,,,
8/9/22," $307,231.15 ",,7/20/18,15878840129,,7/20/18,43107705894,,7/20/18,448.84,,,,,,,,
8/8/22," $319,947.58 ",,7/21/18,15826395751,,7/21/18,43848849860,,7/21/18,461.04,,,,,,,,
8/7/22," $220,573.26 ",,7/22/18,11032570831,,7/22/18,43686039590,,7/22/18,457.65,,,,,,,,
8/6/22," $300,728.82 ",,7/23/18,15546838989,,7/23/18,43020718994,,7/23/18,449.63,,,,,,,,
8/5/22," $311,218.50 ",,7/24/18,15414715967,,7/24/18,42108371249,,7/24/18,479.47,,,,,,,,
8/4/22," $270,442.99 ",,7/25/18,13351179160,,7/25/18,42981057409,,7/25/18,471.28,,,,,,,,
8/3/22," $243,069.65 ",,7/26/18,12324821471,,7/26/18,42685455814,,7/26/18,462.03,,,,,,,,
8/2/22," $206,546.31 ",,7/27/18,10745209264,,7/27/18,40925241441,,7/27/18,469.69,,,,,,,,
8/1/22," $206,010.72 ",,7/28/18,11542424148,,7/28/18,38092270390,,7/28/18,468.55,,,,,,,,
7/31/22," $163,805.13 ",,7/29/18,9257167474,,7/29/18,37955708262,,7/29/18,466.2,,,,,,,,
7/30/22," $204,605.34 ",,7/30/18,10934695303,,7/30/18,40983817703,,7/30/18,456.56,,,,,,,,
7/29/22," $197,923.25 ",,7/31/18,11023798202,,7/31/18,41561563320,,7/31/18,431.99,,,,,,,,
7/28/22," $652,422.64 ",,8/1/18,36681296496,,8/1/18,42361321878,,8/1/18,419.87,,,,,,,,
7/27/22," $177,152.75 ",,8/2/18,10200915813,,8/2/18,42271396577,,8/2/18,410.83,,,,,,,,
7/26/22," $187,269.91 ",,8/3/18,10514159674,,8/3/18,42649322806,,8/3/18,417.62,,,,,,,,
7/25/22," $171,554.93 ",,8/4/18,9924637420,,8/4/18,42480556982,,8/4/18,406.91,,,,,,,,
7/24/22," $138,099.54 ",,8/5/18,8072326506,,8/5/18,41847737983,,8/5/18,408.81,,,,,,,,
7/23/22," $218,198.42 ",,8/6/18,12535927147,,8/6/18,42982705325,,8/6/18,404.95,,,,,,,,
7/22/22," $419,998.76 ",,8/7/18,25250639628,,8/7/18,44010142032,,8/7/18,377.94,,,,,,,,
7/21/22," $926,427.07 ",,8/8/18,57398987243,,8/8/18,45392269325,,8/8/18,355.57,,,,,,,,
7/20/22," $861,894.32 ",,8/9/18,53118840657,,8/9/18,44636390636,,8/9/18,363.51,,,,,,,,
7/19/22," $485,677.78 ",,8/10/18,34476266415,,8/10/18,42486678014,,8/10/18,331.57,,,,,,,,
7/18/22," $185,893.80 ",,8/11/18,14836056985,,8/11/18,39400853006,,8/11/18,318.01,,,,,,,,
7/17/22," $135,425.83 ",,8/12/18,10976239504,,8/12/18,38774637147,,8/12/18,318.2,,,,,,,,
7/16/22," $165,095.12 ",,8/13/18,14813774854,,8/13/18,39237766345,,8/13/18,284.03,,,,,,,,
7/15/22," $175,242.06 ",,8/14/18,16051359286,,8/14/18,39228141511,,8/14/18,278.31,,,,,,,,
7/14/22," $176,927.24 ",,8/15/18,15051933577,,8/15/18,41795094541,,8/15/18,281.24,,,,,,,,
7/13/22," $150,822.65 ",,8/16/18,12638796914,,8/16/18,41608463240,,8/16/18,286.8,,,,,,,,
7/12/22," $530,194.94 ",,8/17/18,39211744629,,8/17/18,42577478825,,8/17/18,317.57,,,,,,,,
7/11/22," $201,936.42 ",,8/18/18,16113373784,,8/18/18,42503730084,,8/18/18,294.85,,,,,,,,
7/10/22," $178,840.33 ",,8/19/18,14361319521,,8/19/18,41562371454,,8/19/18,299.62,,,,,,,,
7/9/22," $139,201.95 ",,8/20/18,12426913415,,8/20/18,41363507891,,8/20/18,270.81,,,,,,,,
7/8/22," $156,797.40 ",,8/21/18,13046942385,,8/21/18,42748700585,,8/21/18,281.13,,,,,,,,
7/7/22," $194,486.89 ",,8/22/18,17019976734,,8/22/18,42264220552,,8/22/18,270.37,,,,,,,,
7/6/22," $163,043.53 ",,8/23/18,14051914381,,8/23/18,42065549337,,8/23/18,275.83,,,,,,,,
7/5/22," $257,869.65 ",,8/24/18,21501969162,,8/24/18,42623018333,,8/24/18,281.37,,,,,,,,
7/4/22," $134,155.45 ",,8/25/18,11428670781,,8/25/18,42291755913,,8/25/18,277.56,,,,,,,,
7/3/22," $187,380.40 ",,8/26/18,16106529314,,8/26/18,42412745552,,8/26/18,274.3,,,,,,,,
7/2/22," $148,485.70 ",,8/27/18,12387120423,,8/27/18,41618999135,,8/27/18,288.02,,,,,,,,
7/1/22," $161,309.97 ",,8/28/18,12808584631,,8/28/18,42611722775,,8/28/18,295.55,,,,,,,,
6/30/22," $204,589.39 ",,8/29/18,17290135695,,8/29/18,40990484124,,8/29/18,288.67,,,,,,,,
6/29/22," $160,850.03 ",,8/30/18,13559213793,,8/30/18,41748317671,,8/30/18,284.15,,,,,,,,
6/28/22," $172,163.16 ",,8/31/18,14419214330,,8/31/18,42390979718,,8/31/18,281.66,,,,,,,,
6/27/22," $136,785.17 ",,9/1/18,11043181909,,9/1/18,41936588522,,9/1/18,295.36,,,,,,,,
6/26/22," $126,650.52 ",,9/2/18,10276825820,,9/2/18,41773080784,,9/2/18,295.02,,,,,,,,
6/25/22," $144,658.12 ",,9/3/18,12111122355,,9/3/18,41333831573,,9/3/18,288.97,,,,,,,,
6/24/22," $164,833.03 ",,9/4/18,13885223845,,9/4/18,41619433121,,9/4/18,285.23,,,,,,,,
6/23/22," $115,624.73 ",,9/5/18,12606166478,,9/5/18,40180824691,,9/5/18,228.27,,,,,,,,
6/22/22," $143,348.55 ",,9/6/18,14951867224,,9/6/18,41771236119,,9/6/18,229.52,,,,,,,,
6/21/22," $132,337.52 ",,9/7/18,14734121984,,9/7/18,41748180692,,9/7/18,215.14,,,,,,,,
6/20/22," $101,886.41 ",,9/8/18,12166983189,,9/8/18,42557339489,,9/8/18,196.77,,,,,,,,
6/19/22," $102,986.04 ",,9/9/18,12538460676,,9/9/18,41908318225,,9/9/18,195.99,,,,,,,,
6/18/22," $110,178.89 ",,9/10/18,13452874427,,9/10/18,41544023685,,9/10/18,197.14,,,,,,,,
6/17/22," $117,596.10 ",,9/11/18,15682663024,,9/11/18,40499473258,,9/11/18,185.15,,,,,,,,
6/16/22," $123,871.16 ",,9/12/18,16182751014,,9/12/18,41821110210,,9/12/18,183.03,,,,,,,,
6/15/22," $140,662.80 ",,9/13/18,16645393282,,9/13/18,39998835686,,9/13/18,211.27,,,,,,,,
6/14/22," $125,897.16 ",,9/14/18,14645624925,,9/14/18,41155885095,,9/14/18,208.87,,,,,,,,
6/13/22," $124,857.24 ",,9/15/18,13261799419,,9/15/18,42479824388,,9/15/18,221.63,,,,,,,,
6/12/22," $122,684.58 ",,9/16/18,13161379589,,9/16/18,42347625627,,9/16/18,220.12,,,,,,,,
6/11/22," $126,930.67 ",,9/17/18,15406825205,,9/17/18,42025095355,,9/17/18,196.04,,,,,,,,
6/10/22," $215,707.28 ",,9/18/18,25201881762,,9/18/18,41072862147,,9/18/18,208.39,,,,,,,,
6/9/22," $178,404.99 ",,9/19/18,19871422869,,9/19/18,42797060711,,9/19/18,209.78,,,,,,,,
6/8/22," $145,131.23 ",,9/20/18,15892963469,,9/20/18,40629078208,,9/20/18,224.76,,,,,,,,
6/7/22," $188,512.72 ",,9/21/18,18242050701,,9/21/18,41721367477,,9/21/18,247.69,,,,,,,,
6/6/22," $143,147.70 ",,9/22/18,14429730599,,9/22/18,41200809253,,9/22/18,240.78,,,,,,,,
6/5/22," $131,777.72 ",,9/23/18,13141149214,,9/23/18,41005393483,,9/23/18,244.55,,,,,,,,
6/4/22," $159,448.00 ",,9/24/18,16838604807,,9/24/18,41546126422,,9/24/18,227.92,,,,,,,,
6/3/22," $156,255.73 ",,9/25/18,16972035503,,9/25/18,42001178534,,9/25/18,219.2,,,,,,,,
6/2/22," $150,629.73 ",,9/26/18,16344658408,,9/26/18,43022447700,,9/26/18,214.21,,,,,,,,
6/1/22," $163,221.57 ",,9/27/18,16744302672,,9/27/18,42550467914,,9/27/18,229.09,,,,,,,,
5/31/22," $168,986.41 ",,9/28/18,18138439166,,9/28/18,42049467383,,9/28/18,221.56,,,,,,,,
5/30/22," $201,222.14 ",,9/29/18,21874799566,,9/29/18,39766603646,,9/29/18,231.32,,,,,,,,
5/29/22," $151,486.09 ",,9/30/18,16556363668,,9/30/18,39336715212,,9/30/18,232.6,,,,,,,,
5/28/22," $168,591.08 ",,10/1/18,18941010255,,10/1/18,38550173670,,10/1/18,230.89,,,,,,,,
5/27/22," $168,239.63 ",,10/2/18,19034870185,,10/2/18,39210756138,,10/2/18,225.41,,,,,,,,
5/26/22," $117,858.58 ",,10/3/18,13248714205,,10/3/18,40441198221,,10/3/18,219.97,,,,,,,,
5/25/22," $119,896.33 ",,10/4/18,13254100643,,10/4/18,40791755826,,10/4/18,221.76,,,,,,,,
5/24/22," $122,352.66 ",,10/5/18,13568425987,,10/5/18,39567592626,,10/5/18,227.9,,,,,,,,
5/23/22," $83,668.62 ",,10/6/18,9435830094,,10/6/18,39476085282,,10/6/18,224.62,,,,,,,,
5/22/22," $89,834.80 ",,10/7/18,11769350664,,10/7/18,33826478161,,10/7/18,225.65,,,,,,,,
5/21/22," $122,278.09 ",,10/8/18,14576687784,,10/8/18,36578754051,,10/8/18,229.33,,,,,,,,
5/20/22," $109,294.59 ",,10/9/18,12984496071,,10/9/18,37000810498,,10/9/18,227.49,,,,,,,,
5/19/22," $122,221.34 ",,10/10/18,15893091379,,10/10/18,34139298437,,10/10/18,225.26,,,,,,,,
5/18/22," $109,991.58 ",,10/11/18,15385072382,,10/11/18,37661276962,,10/11/18,189.83,,,,,,,,
5/17/22," $220,672.66 ",,10/12/18,29285035983,,10/12/18,38451490999,,10/12/18,195.97,,,,,,,,
5/16/22," $83,723.07 ",,10/13/18,11594824099,,10/13/18,36203199069,,10/13/18,199.45,,,,,,,,
5/15/22," $80,871.31 ",,10/14/18,11723908779,,10/14/18,35376080289,,10/14/18,194.99,,,,,,,,
5/14/22," $109,908.67 ",,10/15/18,15629941859,,10/15/18,33358306047,,10/15/18,210.8,,,,,,,,
5/13/22," $95,898.51 ",,10/16/18,12735518129,,10/16/18,35819639765,,10/16/18,210.22,,,,,,,,
5/12/22," $101,636.49 ",,10/17/18,13443082264,,10/17/18,36418616658,,10/17/18,207.6,,,,,,,,
5/11/22," $97,569.87 ",,10/18/18,13150134317,,10/18/18,36642236034,,10/18/18,202.49,,,,,,,,
5/10/22," $97,845.15 ",,10/19/18,13701804233,,10/19/18,35201821247,,10/19/18,202.86,,,,,,,,
5/9/22," $97,575.90 ",,10/20/18,13289407017,,10/20/18,35802525028,,10/20/18,205.08,,,,,,,,
5/8/22," $88,556.69 ",,10/21/18,12030570166,,10/21/18,35947512741,,10/21/18,204.77,,,,,,,,
5/7/22," $100,145.79 ",,10/22/18,13162272626,,10/22/18,37370081491,,10/22/18,203.6,,,,,,,,
5/6/22," $107,941.69 ",,10/23/18,14521834338,,10/23/18,36490238324,,10/23/18,203.7,,,,,,,,
5/5/22," $116,606.54 ",,10/24/18,15173388388,,10/24/18,37871758031,,10/24/18,202.92,,,,,,,,
5/4/22," $128,788.81 ",,10/25/18,16014791521,,10/25/18,39963554987,,10/25/18,201.23,,,,,,,,
5/3/22," $126,176.51 ",,10/26/18,16417658883,,10/26/18,37790304411,,10/26/18,203.37,,,,,,,,
5/2/22," $100,080.74 ",,10/27/18,14137366445,,10/27/18,34908844690,,10/27/18,202.79,,,,,,,,
5/1/22," $91,888.99 ",,10/28/18,12960915217,,10/28/18,34801193735,,10/28/18,203.72,,,,,,,,
4/30/22," $104,213.98 ",,10/29/18,14943596679,,10/29/18,35640730470,,10/29/18,195.67,,,,,,,,
4/29/22," $102,555.16 ",,10/30/18,14925838057,,10/30/18,35022078049,,10/30/18,196.19,,,,,,,,
4/28/22," $105,051.26 ",,10/31/18,14904469017,,10/31/18,35624494130,,10/31/18,197.85,,,,,,,,
4/27/22," $98,247.24 ",,11/1/18,14202259616,,11/1/18,34809635846,,11/1/18,198.73,,,,,,,,
4/26/22," $106,276.79 ",,11/2/18,15183112207,,11/2/18,34820768824,,11/2/18,201.02,,,,,,,,
4/25/22," $109,474.38 ",,11/3/18,16145620959,,11/3/18,33992268567,,11/3/18,199.47,,,,,,,,
4/24/22," $95,381.40 ",,11/4/18,13064568368,,11/4/18,34551676453,,11/4/18,211.3,,,,,,,,
4/23/22," $124,615.57 ",,11/5/18,16749446191,,11/5/18,35479168187,,11/5/18,209.7,,,,,,,,
4/22/22," $134,087.19 ",,11/6/18,17333551729,,11/6/18,35232747104,,11/6/18,219.56,,,,,,,,
4/21/22," $125,654.53 ",,11/7/18,16337162082,,11/7/18,35282954657,,11/7/18,217.99,,,,,,,,
4/20/22," $139,425.15 ",,11/8/18,18892302279,,11/8/18,34928286756,,11/8/18,211.29,,,,,,,,
4/19/22," $113,351.12 ",,11/9/18,15752819992,,11/9/18,34364620711,,11/9/18,209.39,,,,,,,,
4/18/22," $89,353.11 ",,11/10/18,12031282399,,11/10/18,35048287080,,11/10/18,211.9,,,,,,,,
4/17/22," $79,290.98 ",,11/11/18,10621852227,,11/11/18,35261652912,,11/11/18,211.7,,,,,,,,
4/16/22," $106,397.39 ",,11/12/18,14368146227,,11/12/18,35126834156,,11/12/18,210.81,,,,,,,,
4/15/22," $105,677.49 ",,11/13/18,15059123069,,11/13/18,33996251185,,11/13/18,206.42,,,,,,,,
4/14/22," $113,772.08 ",,11/14/18,17416039750,,11/14/18,35751989357,,11/14/18,182.72,,,,,,,,
4/13/22," $117,549.47 ",,11/15/18,18474728790,,11/15/18,35050498504,,11/15/18,181.53,,,,,,,,
4/12/22," $99,834.64 ",,11/16/18,16120812190,,11/16/18,35420405742,,11/16/18,174.84,,,,,,,,
4/11/22," $80,925.10 ",,11/17/18,13275250100,,11/17/18,34989887308,,11/17/18,174.22,,,,,,,,
4/10/22," $96,233.65 ",,11/18/18,14895978165,,11/18/18,36390346551,,11/18/18,177.53,,,,,,,,
4/9/22," $98,895.67 ",,11/19/18,17028262287,,11/19/18,39183219447,,11/19/18,148.22,,,,,,,,
4/8/22," $88,834.16 ",,11/20/18,17960754304,,11/20/18,37830924179,,11/20/18,130.74,,,,,,,,
4/7/22," $77,076.65 ",,11/21/18,15269813534,,11/21/18,36979108654,,11/21/18,136.5,,,,,,,,
4/6/22," $66,154.35 ",,11/22/18,15007551180,,11/22/18,35312592066,,11/22/18,124.83,,,,,,,,
4/5/22," $70,538.67 ",,11/23/18,15807815573,,11/23/18,36169776966,,11/23/18,123.37,,,,,,,,
4/4/22," $56,357.59 ",,11/24/18,15420458863,,11/24/18,32414441192,,11/24/18,112.75,,,,,,,,
4/3/22," $64,558.33 ",,11/25/18,16305637620,,11/25/18,33912327881,,11/25/18,116.75,,,,,,,,
4/2/22," $62,529.00 ",,11/26/18,16319129861,,11/26/18,35194617770,,11/26/18,108.87,,,,,,,,
4/1/22," $58,942.67 ",,11/27/18,14675345264,,11/27/18,36450146880,,11/27/18,110.19,,,,,,,,
3/31/22," $76,637.87 ",,11/28/18,16292970940,,11/28/18,38279118175,,11/28/18,122.88,,,,,,,,
3/30/22," $96,966.25 ",,11/29/18,20346219794,,11/29/18,40567003945,,11/29/18,117.48,,,,,,,,
3/29/22," $106,102.17 ",,11/30/18,22652461526,,11/30/18,41498304998,,11/30/18,112.87,,,,,,,,
